SampleNumber,ResultRelativePath,PredictedIndex,TargetIndexes,SolveTime,SolveStatus,IsInfeasible,ObjectiveValue,ObjectiveBound,TighteningApproach,TotalTime
44,run_results\2020-04-17T15.12.47.075.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.10217475891113281,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.3322529
45,run_results\2020-04-17T15.12.49.925.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.5758590698242188,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.8357425
46,run_results\2020-04-17T15.12.58.421.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",5.344400405883789,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,8.480977
47,run_results\2020-04-17T15.13.00.604.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.010416030883789062,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.169089301
48,run_results\2020-04-17T15.13.04.808.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",1.222146987915039,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,4.1908717
49,run_results\2020-04-17T15.13.07.061.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.03174400329589844,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.239730201
50,run_results\2020-04-17T15.13.09.272.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.10961532592773438,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.1962247
51,run_results\2020-04-17T15.13.11.772.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.1393756866455078,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.485084101
52,run_results\2020-04-17T15.13.14.567.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.17652320861816406,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.7820284
53,run_results\2020-04-17T15.13.17.359.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.14884376525878906,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.780335801
54,run_results\2020-04-17T15.13.22.091.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",1.720651626586914,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,4.7200183
55,run_results\2020-04-17T15.13.24.754.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.1720714569091797,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.649999901
56,run_results\2020-04-17T15.13.26.748.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.010911941528320312,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.9803348
57,run_results\2020-04-17T15.13.28.947.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.011409759521484375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.1865426
58,run_results\2020-04-17T15.13.30.932.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.0074405670166015625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.970322301
59,run_results\2020-04-17T15.13.33.254.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.14731216430664062,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.3100018
60,run_results\2020-04-17T15.13.39.940.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",4.201616287231445,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,6.6692885
61,run_results\2020-04-17T15.13.41.842.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.0079345703125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.887621599
62,run_results\2020-04-17T15.13.47.685.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",3.457122802734375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,5.8292224
63,run_results\2020-04-17T15.15.50.374.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",120.01264953613281,UserLimit,false,NaN,0.07731315069765916,lp,122.677141601
64,run_results\2020-04-17T15.15.56.622.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",4.131143569946289,UserObjLimit,false,0.09311617099133802,0.07595626906847686,lp,6.2338606
65,run_results\2020-04-17T15.15.58.832.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.04662322998046875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.1957491
66,run_results\2020-04-17T15.16.03.310.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",2.1109771728515625,UserObjLimit,false,0.09989639129084954,0.012137848066913162,lp,4.4630815
67,run_results\2020-04-17T15.17.34.441.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",88.14568328857422,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,91.1178879
68,run_results\2020-04-17T15.17.36.791.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.12350654602050781,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.336736499
69,run_results\2020-04-17T15.17.39.126.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.22315216064453125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.3209671
70,run_results\2020-04-17T15.17.41.275.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.012895584106445312,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.1375983
71,run_results\2020-04-17T15.17.43.235.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.008928298950195312,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.9465049
72,run_results\2020-04-17T15.17.45.173.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.0113677978515625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.9259081
73,run_results\2020-04-17T15.17.47.566.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.012357711791992188,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.3802457
74,run_results\2020-04-17T15.17.49.673.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.2266712188720703,UserObjLimit,false,0.04361628570717818,0.0,lp,2.0949188
75,run_results\2020-04-17T15.17.51.664.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.008432388305664062,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.9767883
76,run_results\2020-04-17T15.17.53.731.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.033191680908203125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.0536671
77,run_results\2020-04-17T15.17.56.581.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.5386199951171875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.834102501
78,run_results\2020-04-17T15.17.59.584.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.7608623504638672,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.9916445
79,run_results\2020-04-17T15.20.01.768.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",120.01220703125,UserLimit,false,NaN,0.09403666828514433,lp,122.1723704
80,run_results\2020-04-17T15.20.03.692.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.010911941528320312,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.911258
81,run_results\2020-04-17T15.20.06.433.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.5157928466796875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.7250821
82,run_results\2020-04-17T15.20.08.958.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.4111347198486328,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.5113346
83,run_results\2020-04-17T15.20.11.564.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.010911941528320312,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.5935556
84,run_results\2020-04-17T15.20.13.850.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.1016387939453125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.272664299
85,run_results\2020-04-17T15.20.18.760.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",2.2940006256103516,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,4.8971461
86,run_results\2020-04-17T15.20.21.009.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.045085906982421875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.2357425
87,run_results\2020-04-17T15.20.23.089.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.009918212890625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.063597201
88,run_results\2020-04-17T15.20.29.685.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",4.415351867675781,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,6.5836457
89,run_results\2020-04-17T15.20.32.300.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.13140869140625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.6011737
90,run_results\2020-04-17T15.20.34.291.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.008914947509765625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.977717099
91,run_results\2020-04-17T15.20.36.475.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.13387489318847656,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.172301999
92,run_results\2020-04-17T15.20.38.938.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.12845993041992188,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.4500372
93,run_results\2020-04-17T15.20.42.314.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.6903877258300781,UserObjLimit,false,0.08503266337956815,0.0,lp,3.363349601
94,run_results\2020-04-17T15.20.44.473.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.12845802307128906,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.146135199
95,run_results\2020-04-17T15.20.46.342.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.008466720581054688,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8560299
96,run_results\2020-04-17T15.20.51.937.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",3.251283645629883,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,5.582211399
97,run_results\2020-04-17T15.20.54.138.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.09771156311035156,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.187745801
98,run_results\2020-04-17T15.20.56.398.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.12252426147460938,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.2478158
99,run_results\2020-04-17T15.21.03.325.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",4.489253997802734,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,6.914716899
100,run_results\2020-04-17T15.21.05.375.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.03571510314941406,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.0376292
101,run_results\2020-04-17T15.22.47.451.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",98.85478401184082,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,102.063115799
102,run_results\2020-04-17T15.22.49.527.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.01137542724609375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.0621233
103,run_results\2020-04-17T15.22.51.835.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.13292884826660156,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.295442301
104,run_results\2020-04-17T15.22.53.926.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.011404037475585938,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.078724499
105,run_results\2020-04-17T15.22.59.286.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",3.2681446075439453,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,5.3443951
106,run_results\2020-04-17T15.23.02.113.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.47064971923828125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.814197
107,run_results\2020-04-17T15.23.04.905.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.16611289978027344,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.7794415
108,run_results\2020-04-17T15.23.06.770.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.008392333984375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8526241
109,run_results\2020-04-17T15.23.09.182.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.14429664611816406,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.3989124
110,run_results\2020-04-17T15.23.11.457.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.046627044677734375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.262398401
111,run_results\2020-04-17T15.23.15.053.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",1.1016063690185547,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,3.5810898
112,run_results\2020-04-17T15.23.16.917.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.06844520568847656,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.851894301
113,run_results\2020-04-17T15.23.19.252.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.11652374267578125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.3211593
114,run_results\2020-04-17T15.23.21.442.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.1185455322265625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.1772265
115,run_results\2020-04-17T15.23.23.570.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.11110496520996094,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.1154549
116,run_results\2020-04-17T15.23.25.987.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.14383888244628906,UserObjLimit,false,0.06851078951707762,0.0,lp,2.404998
117,run_results\2020-04-17T15.23.28.329.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.11899948120117188,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.328364099
118,run_results\2020-04-17T15.23.30.452.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.029775619506835938,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.110426
119,run_results\2020-04-17T15.23.33.496.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8962287902832031,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,3.025844
120,run_results\2020-04-17T15.23.36.421.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.8729591369628906,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.9069829
121,run_results\2020-04-17T15.23.38.726.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.13142776489257812,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.291431801
122,run_results\2020-04-17T15.25.29.198.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",107.96981811523438,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,110.4581358
123,run_results\2020-04-17T15.25.31.253.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.008436203002929688,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.043509799
124,run_results\2020-04-17T15.25.34.170.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.15275001525878906,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.9043342
125,run_results\2020-04-17T15.25.36.650.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.5867195129394531,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.4657111
126,run_results\2020-04-17T15.25.53.302.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",14.213834762573242,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,16.640302699
127,run_results\2020-04-17T15.25.55.985.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.2117443084716797,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.6704714
128,run_results\2020-04-17T15.25.58.231.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.011953353881835938,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.2310546
129,run_results\2020-04-17T15.26.00.418.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.033233642578125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.173801001
130,run_results\2020-04-17T15.26.02.521.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.011409759521484375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.091691099
131,run_results\2020-04-17T15.26.04.973.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.13387680053710938,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.439404701
132,run_results\2020-04-17T15.26.07.280.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.1507854461669922,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.293680099
133,run_results\2020-04-17T15.26.09.323.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.010419845581054688,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.029272
134,run_results\2020-04-17T15.26.11.455.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.12796783447265625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.119477301
135,run_results\2020-04-17T15.26.13.870.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.14820480346679688,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.402511201
136,run_results\2020-04-17T15.26.15.835.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.008924484252929688,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.9533275
137,run_results\2020-04-17T15.26.17.973.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.011903762817382812,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.125379899
138,run_results\2020-04-17T15.26.19.858.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.007938385009765625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8715753
139,run_results\2020-04-17T15.26.22.650.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.1601734161376953,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.7787763
140,run_results\2020-04-17T15.26.24.865.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.13636016845703125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.2013949
