SampleNumber,ResultRelativePath,PredictedIndex,TargetIndexes,SolveTime,SolveStatus,IsInfeasible,ObjectiveValue,ObjectiveBound,TighteningApproach,TotalTime
47,run_results\2020-04-19T21.31.52.086.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.053028106689453125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.621216601
48,run_results\2020-04-19T21.31.53.996.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.03521537780761719,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8969114
49,run_results\2020-04-19T21.31.55.812.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.05555152893066406,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8022989
50,run_results\2020-04-19T21.31.57.573.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.018373489379882812,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.747486499
51,run_results\2020-04-19T21.31.59.369.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.0059680938720703125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.7827636
52,run_results\2020-04-19T21.32.01.187.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.008928298950195312,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8013522
53,run_results\2020-04-19T21.32.03.094.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.08337020874023438,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.893130801
54,run_results\2020-04-19T21.32.05.496.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.32488441467285156,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.3850974
55,run_results\2020-04-19T21.32.07.332.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.008432388305664062,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.823903199
56,run_results\2020-04-19T21.32.09.105.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.010911941528320312,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.761033499
57,run_results\2020-04-19T21.32.10.920.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.00843048095703125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.799743001
58,run_results\2020-04-19T21.32.12.414.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.004009246826171875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.479987899
59,run_results\2020-04-19T21.32.14.300.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.08531379699707031,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8737311
60,run_results\2020-04-19T21.32.16.614.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.5560150146484375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.296047401
61,run_results\2020-04-19T21.32.18.169.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.0044651031494140625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.5425215
62,run_results\2020-04-19T21.32.20.705.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.7926082611083984,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.522330301
63,run_results\2020-04-19T21.32.29.550.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",6.898866653442383,UserObjLimit,false,0.09900713994300847,0.020253083965277547,lp,8.8291145
64,run_results\2020-04-19T21.32.31.318.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.06745719909667969,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.751484199
65,run_results\2020-04-19T21.32.33.400.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.2811870574951172,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.0673188
66,run_results\2020-04-19T21.32.36.356.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",1.2826557159423828,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.9417246
67,run_results\2020-04-19T21.32.38.648.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.3596000671386719,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.279514199
68,run_results\2020-04-19T21.32.40.549.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.06056404113769531,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.887487
69,run_results\2020-04-19T21.32.42.198.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.007404327392578125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.636357801
70,run_results\2020-04-19T21.32.44.043.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.08481407165527344,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8315805
71,run_results\2020-04-19T21.32.45.642.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.005950927734375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.585228199
72,run_results\2020-04-19T21.32.47.466.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.008928298950195312,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.806161799
73,run_results\2020-04-19T21.32.49.216.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.0084686279296875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.734787
74,run_results\2020-04-19T21.32.51.376.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.5718479156494141,UserObjLimit,false,0.09826201478888594,0.05332536485417193,lp,2.144587401
75,run_results\2020-04-19T21.32.52.966.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.0050048828125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.5750281
76,run_results\2020-04-19T21.32.54.673.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.03273582458496094,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.6919646
77,run_results\2020-04-19T21.32.56.471.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.007936477661132812,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.7846908
78,run_results\2020-04-19T21.32.58.421.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.09523200988769531,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.935725501
79,run_results\2020-04-19T21.33.00.642.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.45830535888671875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.2071427
80,run_results\2020-04-19T21.33.02.364.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.0069408416748046875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.707449499
81,run_results\2020-04-19T21.33.04.023.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.05653190612792969,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.6459084
82,run_results\2020-04-19T21.33.05.910.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.07884597778320312,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8692368
83,run_results\2020-04-19T21.33.07.614.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.0064487457275390625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.6894877
84,run_results\2020-04-19T21.33.09.506.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.0535430908203125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.876985301
85,run_results\2020-04-19T21.33.11.676.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.11700248718261719,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.1565069
86,run_results\2020-04-19T21.33.13.362.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.006977081298828125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.6727234
87,run_results\2020-04-19T21.33.15.047.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.0074462890625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.671502299
88,run_results\2020-04-19T21.33.16.902.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.09469413757324219,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8419975
89,run_results\2020-04-19T21.33.18.686.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.008434295654296875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.767905901
90,run_results\2020-04-19T21.33.20.179.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.0049610137939453125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.4738987
91,run_results\2020-04-19T21.33.22.055.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.009920120239257812,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8619348
92,run_results\2020-04-19T21.33.23.786.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.00942230224609375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.7172973
93,run_results\2020-04-19T21.33.25.897.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.25345420837402344,UserObjLimit,false,0.1,0.0,lp,2.0983246
94,run_results\2020-04-19T21.33.27.591.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.07139015197753906,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.6800961
95,run_results\2020-04-19T21.33.29.278.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.00450897216796875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.6732263
96,run_results\2020-04-19T21.33.38.957.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",7.711811065673828,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,9.6631988
97,run_results\2020-04-19T21.33.40.555.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.04608917236328125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.584525101
98,run_results\2020-04-19T21.33.42.399.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.03525733947753906,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.828608901
99,run_results\2020-04-19T21.33.44.375.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.07237052917480469,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.960791399
100,run_results\2020-04-19T21.33.46.138.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.02182769775390625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.750115099
101,run_results\2020-04-19T21.51.18.382.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.10563850402832031,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,7.6881336
102,run_results\2020-04-19T21.51.21.687.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.033237457275390625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.245661
103,run_results\2020-04-19T21.51.23.669.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.02880096435546875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.968985
104,run_results\2020-04-19T21.51.25.585.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.008432388305664062,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8988913
105,run_results\2020-04-19T21.51.27.889.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.28863525390625,UserObjLimit,false,0.09994023869827562,0.006661120625518094,lp,2.170920901
106,run_results\2020-04-19T21.51.29.987.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.033733367919921875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.9864922
107,run_results\2020-04-19T21.51.32.279.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.05848884582519531,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.275133401
108,run_results\2020-04-19T21.51.33.981.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.01140594482421875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.686817601
109,run_results\2020-04-19T21.51.35.763.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.007900238037109375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.764436
110,run_results\2020-04-19T21.51.37.569.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.010416030883789062,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.7941158
111,run_results\2020-04-19T21.51.39.648.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.07787322998046875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.064347501
112,run_results\2020-04-19T21.51.41.451.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.07238197326660156,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.787811299
113,run_results\2020-04-19T21.51.43.133.mat,4,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",0.0074367523193359375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.6671854
114,run_results\2020-04-19T21.51.44.939.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.08328628540039062,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.7897357
115,run_results\2020-04-19T21.51.46.827.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.07787322998046875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.871680001
116,run_results\2020-04-19T21.51.48.567.mat,10,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.07495498657226562,UserObjLimit,false,0.06362758165998052,0.0,lp,1.725188299
117,run_results\2020-04-19T21.51.50.303.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.07092857360839844,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.721465599
118,run_results\2020-04-19T21.51.51.955.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.00695037841796875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.6383226
119,run_results\2020-04-19T21.51.55.188.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",1.3733882904052734,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,3.213130001
120,run_results\2020-04-19T21.51.57.264.mat,3,"[1, 2, 4, 5, 6, 7, 8, 9, 10]",0.30850791931152344,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.0628072
121,run_results\2020-04-19T21.51.59.078.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.027278900146484375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8004469
122,run_results\2020-04-19T21.52.01.755.mat,5,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",0.8312931060791016,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.6586042
123,run_results\2020-04-19T21.52.03.354.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.0054569244384765625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.585953499
124,run_results\2020-04-19T21.52.05.383.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.010913848876953125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.017344099
125,run_results\2020-04-19T21.52.07.174.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.17211151123046875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.773018599
126,run_results\2020-04-19T21.52.09.325.mat,10,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0.45585060119628906,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.134464701
127,run_results\2020-04-19T21.52.11.031.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.04318809509277344,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.6919101
128,run_results\2020-04-19T21.52.12.955.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.00743865966796875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.907838499
129,run_results\2020-04-19T21.52.14.667.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.009883880615234375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.696329699
130,run_results\2020-04-19T21.52.16.378.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.007892608642578125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.694157099
131,run_results\2020-04-19T21.52.18.086.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.00797271728515625,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.6957173
132,run_results\2020-04-19T21.52.19.791.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.0074367523193359375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.692574299
133,run_results\2020-04-19T21.52.21.620.mat,6,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",0.0069427490234375,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8152648
134,run_results\2020-04-19T21.52.23.773.mat,8,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",0.4558238983154297,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,2.136808401
135,run_results\2020-04-19T21.52.25.625.mat,9,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",0.05208015441894531,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8395689
136,run_results\2020-04-19T21.52.27.158.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.004962921142578125,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.5166285
137,run_results\2020-04-19T21.52.28.854.mat,1,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",0.007902145385742188,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.6796757
138,run_results\2020-04-19T21.52.30.419.mat,2,"[1, 3, 4, 5, 6, 7, 8, 9, 10]",0.004924774169921875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.5529032
139,run_results\2020-04-19T21.52.32.266.mat,7,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",0.008403778076171875,InfeasibleOrUnbounded,true,NaN,1.0e100,lp,1.8335703
